縣市別,鄉鎮市區,清運方式,清運路線序號,清運路線名稱,dbid
新北市,三重區,沿線清運(不落地),F24120031,路線35下午1,6471003786
新北市,中和區,沿線清運(不落地),F23520001,路線1下午,6351001893
新北市,中和區,沿線清運(不落地),F23520002,路線2下午,6231001900
新北市,中和區,沿線清運(不落地),F23520003,路線3下午,6111001912
新北市,中和區,沿線清運(不落地),F23520004,路線4下午,6091001924
新北市,中和區,沿線清運(不落地),F23520005,路線5下午,6971001936
新北市,中和區,沿線清運(不落地),F23520006,路線6下午,6851001948
新北市,中和區,沿線清運(不落地),F23520007,路線7下午,6731001950
新北市,中和區,沿線清運(不落地),F23520008,路線8下午,6611001962
新北市,中和區,沿線清運(不落地),F23520009,路線9下午,6591001974
新北市,中和區,沿線清運(不落地),F23520010,路線10下午,6471001986
新北市,中和區,沿線清運(不落地),F23520011,路線11下午,6351001998
新北市,中和區,沿線清運(不落地),F23520012,路線12下午,6231002005
新北市,中和區,沿線清運(不落地),F23520013,路線13下午,6111002017
新北市,中和區,沿線清運(不落地),F23520014,路線14下午,6091002029
新北市,中和區,沿線清運(不落地),F23520015,路線15下午,6971002031
新北市,中和區,沿線清運(不落地),F23520016,路線16下午,6851002043
新北市,中和區,沿線清運(不落地),F23520017,路線17下午,6731002055
新北市,中和區,沿線清運(不落地),F23520018,路線18下午,6611002067
新北市,中和區,沿線清運(不落地),F23520019,路線19下午,6591002079
新北市,中和區,沿線清運(不落地),F23520020,路線20下午,6471002081
新北市,中和區,沿線清運(不落地),F23520021,路線21下午(一、四),6351002093
新北市,中和區,沿線清運(不落地),F23520022,路線22下午,6231002100
新北市,中和區,沿線清運(不落地),F23520023,路線23下午,6111002112
新北市,中和區,沿線清運(不落地),F23520024,路線24下午,6091002124
新北市,中和區,沿線清運(不落地),F23520025,路線25下午,6971002136
新北市,中和區,沿線清運(不落地),F23520026,路線26下午,6851002148
新北市,中和區,沿線清運(不落地),F23520027,路線27下午,6731002150
新北市,中和區,沿線清運(不落地),F23520028,路線28下午,6611002162
新北市,中和區,沿線清運(不落地),F23520029,路線29下午,6591002174
新北市,中和區,沿線清運(不落地),F23520030,路線30下午,6471002186
新北市,中和區,沿線清運(不落地),F23520031,路線31下午,6351002198
新北市,中和區,沿線清運(不落地),F23520032,路線32下午,6231002205
新北市,中和區,沿線清運(不落地),F23520033,路線33下午,6111002217
新北市,中和區,沿線清運(不落地),F23520034,路線34下午,6091002229
新北市,中和區,沿線清運(不落地),F23520035,路線35下午,6971002231
新北市,中和區,沿線清運(不落地),F23520036,路線36下午,6851002243
新北市,中和區,沿線清運(不落地),F23520037,路線37晚上,6731002255
新北市,中和區,沿線清運(不落地),F23520038,路線38晚上,6611002267
新北市,中和區,沿線清運(不落地),F23520039,路線39晚上,6591002279
新北市,中和區,沿線清運(不落地),F23520040,路線40晚上,6471002281
新北市,中和區,沿線清運(不落地),F23520041,路線41晚上,6351002293
新北市,中和區,沿線清運(不落地),F23520042,路線42晚上,6231002300
新北市,中和區,沿線清運(不落地),F23520043,路線43晚上,6111002312
新北市,中和區,沿線清運(不落地),F23520044,路線44晚上,6091002324
新北市,中和區,沿線清運(不落地),F23520045,路線45晚上,6971002336
新北市,中和區,沿線清運(不落地),F23520046,路線46晚上,6851002348
新北市,中和區,沿線清運(不落地),F23520047,路線47晚上,6731002350
新北市,中和區,沿線清運(不落地),F23520048,路線48晚上,6611002362
新北市,中和區,沿線清運(不落地),F23520049,路線49晚上,6591002374
新北市,中和區,沿線清運(不落地),F23520050,路線50晚上,6471002386
新北市,中和區,沿線清運(不落地),F23520051,路線51晚上,6351002398
新北市,中和區,沿線清運(不落地),F23520052,路線52晚上,6231002405
新北市,中和區,沿線清運(不落地),F23520053,路線53晚上,6111002417
新北市,中和區,沿線清運(不落地),F23520054,路線54晚上,6091002429
新北市,中和區,沿線清運(不落地),F23520055,路線55晚上,6971002431
新北市,中和區,沿線清運(不落地),F23520056,路線56晚上,6851002443
新北市,中和區,沿線清運(不落地),F23520057,路線57晚上,6731002455
新北市,中和區,沿線清運(不落地),F23520058,路線58晚上,6611002467
新北市,中和區,沿線清運(不落地),F23520059,路線59晚上,6591002479
新北市,中和區,沿線清運(不落地),F23520060,路線60晚上,6471002481
新北市,中和區,沿線清運(不落地),F23520061,路線61晚上,6351002493
新北市,中和區,沿線清運(不落地),F23520062,路線62晚上,6231002500
新北市,中和區,沿線清運(不落地),F23520063,路線63晚上,6111002512
新北市,中和區,沿線清運(不落地),F23520064,路線64晚上,6091002524
新北市,中和區,沿線清運(不落地),F23520065,路線65晚上,6971002536
新北市,中和區,沿線清運(不落地),F23520066,路線66晚上,6851002548
新北市,中和區,沿線清運(不落地),F23520067,路線67晚上,6731002550
新北市,中和區,沿線清運(不落地),F23520068,路線68晚上,6611002562
新北市,中和區,沿線清運(不落地),F23520069,路線69晚上,6591002574
新北市,中和區,沿線清運(不落地),F23520070,路線70晚上,6471002586
新北市,中和區,沿線清運(不落地),F23520071,路線71晚上,6351002598
新北市,中和區,沿線清運(不落地),F23520072,路線72晚上,6231002605
新北市,中和區,沿線清運(不落地),F23520073,路線73下午,6111002617
新北市,中和區,沿線清運(不落地),F23520074,路線35-6下午,6091002629
新北市,中和區,沿線清運(不落地),F23520075,路線21下午(一、四),6971002631
新北市,永和區,沿線清運(不落地),F23420001,三區午7,6591001479
新北市,永和區,沿線清運(不落地),F23420002,三區晚7,6471001481
新北市,永和區,沿線清運(不落地),F23420003,四區午12,6351001493
新北市,永和區,沿線清運(不落地),F23420004,四區晚12,6231001500
新北市,永和區,沿線清運(不落地),F23420005,三區午8,6111001512
新北市,永和區,沿線清運(不落地),F23420006,三區晚8,6091001524
新北市,永和區,沿線清運(不落地),F23420007,四區午13,6971001536
新北市,永和區,沿線清運(不落地),F23420008,四區晚13,6851001548
新北市,永和區,沿線清運(不落地),F23420009,四區午14,6731001550
新北市,永和區,沿線清運(不落地),F23420010,四區晚14,6611001562
新北市,永和區,沿線清運(不落地),F23420011,一區午2,6591001574
新北市,永和區,沿線清運(不落地),F23420012,一區晚2,6471001586
新北市,永和區,沿線清運(不落地),F23420013,四區午15,6351001598
新北市,永和區,沿線清運(不落地),F23420014,四區晚15,6231001605
新北市,永和區,沿線清運(不落地),F23420015,二區午17,6111001617
新北市,永和區,沿線清運(不落地),F23420016,二區晚17,6091001629
新北市,永和區,沿線清運(不落地),F23420017,二區午18,6971001631
新北市,永和區,沿線清運(不落地),F23420018,二區晚18,6851001643
新北市,永和區,沿線清運(不落地),F23420019,三區午9,6731001655
新北市,永和區,沿線清運(不落地),F23420020,三區晚9,6611001667
新北市,永和區,沿線清運(不落地),F23420021,二區午19,6591001679
新北市,永和區,沿線清運(不落地),F23420022,二區晚19,6471001681
新北市,永和區,沿線清運(不落地),F23420023,四區午16,6351001693
新北市,永和區,沿線清運(不落地),F23420024,四區晚16,6231001700
新北市,永和區,沿線清運(不落地),F23420025,一區午3,6111001712
新北市,永和區,沿線清運(不落地),F23420026,一區晚3,6091001724
新北市,永和區,沿線清運(不落地),F23420027,三區午10,6971001736
新北市,永和區,沿線清運(不落地),F23420028,三區晚10,6851001748
新北市,永和區,沿線清運(不落地),F23420029,二區午20,6731001750
新北市,永和區,沿線清運(不落地),F23420030,二區晚20,6611001762
新北市,永和區,沿線清運(不落地),F23420031,三區午11,6591001774
新北市,永和區,沿線清運(不落地),F23420032,三區晚11,6471001786
新北市,永和區,沿線清運(不落地),F23420033,一區午4,6351001798
新北市,永和區,沿線清運(不落地),F23420034,一區晚4,6231001805
新北市,永和區,沿線清運(不落地),F23420035,一區午5,6111001817
新北市,永和區,沿線清運(不落地),F23420036,一區晚5,6091001829
新北市,永和區,沿線清運(不落地),F23420037,二區午21,6971001831
新北市,永和區,沿線清運(不落地),F23420038,二區晚21,6851001843
新北市,永和區,沿線清運(不落地),F23420039,一區午6,6731001855
新北市,永和區,沿線清運(不落地),F23420040,一區晚6,6611001867
新北市,永和區,沿線清運(不落地),F23420041,一區午1,6591001879
新北市,永和區,沿線清運(不落地),F23420042,一區晚1,6471001881
新北市,新莊區,沿線清運(不落地),F24220001,北1路線上午,6351003798
新北市,新莊區,沿線清運(不落地),F24220002,北1路線晚上,6231003805
新北市,新莊區,沿線清運(不落地),F24220003,北2路線上午,6111003817
新北市,新莊區,沿線清運(不落地),F24220004,北2路線晚上1,6091003829
新北市,新莊區,沿線清運(不落地),F24220005,北2路線晚上2,6971003831
新北市,新莊區,沿線清運(不落地),F24220006,北3路線上午,6851003843
新北市,新莊區,沿線清運(不落地),F24220007,北3路線晚上,6731003855
新北市,新莊區,沿線清運(不落地),F24220008,北4路線上午,6611003867
新北市,新莊區,沿線清運(不落地),F24220009,北4路線晚上,6591003879
新北市,新莊區,沿線清運(不落地),F24220010,北5路線上午,6471003881
新北市,新莊區,沿線清運(不落地),F24220011,北5路線晚上,6351003893
新北市,新莊區,沿線清運(不落地),F24220012,北6路線上午,6231003900
新北市,新莊區,沿線清運(不落地),F24220013,北6路線晚上,6111003912
新北市,新莊區,沿線清運(不落地),F24220014,北7路線上午,6091003924
新北市,新莊區,沿線清運(不落地),F24220015,北7路線晚上,6971003936
新北市,新莊區,沿線清運(不落地),F24220016,北8路線上午,6851003948
新北市,新莊區,沿線清運(不落地),F24220017,北8路線晚上,6731003950
新北市,新莊區,沿線清運(不落地),F24220018,北9路線上午,6611003962
新北市,新莊區,沿線清運(不落地),F24220019,北9路線晚上,6591003974
新北市,新莊區,沿線清運(不落地),F24220020,北10路線上午,6471003986
新北市,新莊區,沿線清運(不落地),F24220021,北10路線晚上,6351003998
新北市,新莊區,沿線清運(不落地),F24220022,北大1路線上午,6231004005
新北市,新莊區,沿線清運(不落地),F24220023,北大1路線晚上,6111004017
新北市,新莊區,沿線清運(不落地),F24220024,北大2路線上午,6091004029
新北市,新莊區,沿線清運(不落地),F24220025,北大2路線晚上,6971004031
新北市,新莊區,沿線清運(不落地),F24220026,北大3路線上午,6851004043
新北市,新莊區,沿線清運(不落地),F24220027,北大3路線晚上,6731004055
新北市,新莊區,沿線清運(不落地),F24220028,北大4路線上午,6611004067
新北市,新莊區,沿線清運(不落地),F24220029,北大4路線晚上,6591004079
新北市,新莊區,沿線清運(不落地),F24220030,南1路線上午,6471004081
新北市,新莊區,沿線清運(不落地),F24220031,南1路線晚上1,6351004093
新北市,新莊區,沿線清運(不落地),F24220032,南1路線晚上2,6231004100
新北市,新莊區,沿線清運(不落地),F24220033,南2路線上午,6111004112
新北市,新莊區,沿線清運(不落地),F24220034,南2路線晚上,6091004124
新北市,新莊區,沿線清運(不落地),F24220035,南3路線上午,6971004136
新北市,新莊區,沿線清運(不落地),F24220036,南3路線晚上1,6851004148
新北市,新莊區,沿線清運(不落地),F24220037,南3路線晚上2,6731004150
新北市,新莊區,沿線清運(不落地),F24220038,南4路線上午,6611004162
新北市,新莊區,沿線清運(不落地),F24220039,南4路線晚上,6591004174
新北市,新莊區,沿線清運(不落地),F24220040,南5路線上午,6471004186
新北市,新莊區,沿線清運(不落地),F24220041,南5路線晚上1,6351004198
新北市,新莊區,沿線清運(不落地),F24220042,南5路線晚上2,6231004205
新北市,新莊區,沿線清運(不落地),F24220043,南6路線上午,6111004217
新北市,新莊區,沿線清運(不落地),F24220044,南6路線晚上,6091004229
新北市,新莊區,沿線清運(不落地),F24220045,南7路線上午,6971004231
新北市,新莊區,沿線清運(不落地),F24220046,南7路線晚上,6851004243
新北市,新莊區,沿線清運(不落地),F24220047,南8路線上午,6731004255
新北市,新莊區,沿線清運(不落地),F24220048,南8路線晚上,6611004267
新北市,新莊區,沿線清運(不落地),F24220049,南9路線上午,6591004279
新北市,新莊區,沿線清運(不落地),F24220050,南9路線晚上1,6471004281
新北市,新莊區,沿線清運(不落地),F24220051,南9路線晚上2,6351004293
新北市,新莊區,沿線清運(不落地),F24220052,南10路線上午,6231004300
新北市,新莊區,沿線清運(不落地),F24220053,南10路線晚上1,6111004312
新北市,新莊區,沿線清運(不落地),F24220054,南10路線晚上2,6091004324
新北市,新莊區,沿線清運(不落地),F24220055,南11路線上午,6971004336
新北市,新莊區,沿線清運(不落地),F24220056,南11路線晚上,6851004348
新北市,新莊區,沿線清運(不落地),F24220057,南大1路線上午,6731004350
新北市,新莊區,沿線清運(不落地),F24220058,南大1路線晚上,6611004362
新北市,新莊區,沿線清運(不落地),F24220059,南大2路線上午,6591004374
新北市,新莊區,沿線清運(不落地),F24220060,南大2路線晚上1,6471004386
新北市,新莊區,沿線清運(不落地),F24220061,南大2路線晚上2,6351004398
新北市,新店區,沿線清運(不落地),F23120001,路線1,6611000562
新北市,新店區,沿線清運(不落地),F23120002,路線2,6591000574
新北市,新店區,沿線清運(不落地),F23120003,路線3,6471000586
新北市,新店區,沿線清運(不落地),F23120004,路線4,6351000598
新北市,新店區,沿線清運(不落地),F23120005,路線5,6231000605
新北市,新店區,沿線清運(不落地),F23120006,路線6,6111000617
新北市,新店區,沿線清運(不落地),F23120007,路線7(周一、二、五、六),6091000629
新北市,新店區,沿線清運(不落地),F23120008,路線8(週一、四、六),6971000631
新北市,新店區,沿線清運(不落地),F23120009,"路線8 (週二、五)",6851000643
新北市,新店區,沿線清運(不落地),F23120010,路線9,6731000655
新北市,新店區,沿線清運(不落地),F23120011,路線10(週一、四),6611000667
新北市,新店區,沿線清運(不落地),F23120012,路線10(週二、五、六),6591000679
新北市,新店區,沿線清運(不落地),F23120013,路線11,6471000681
新北市,新店區,沿線清運(不落地),F23120014,路線12(週一),6351000693
新北市,新店區,沿線清運(不落地),F23120015,路線12(週二),6231000700
新北市,新店區,沿線清運(不落地),F23120016,路線12(週五),6111000712
新北市,新店區,沿線清運(不落地),F23120017,路線12(週四、六),6091000724
新北市,新店區,沿線清運(不落地),F23120018,路線13,6971000736
新北市,新店區,沿線清運(不落地),F23120019,路線14(週一),6851000748
新北市,新店區,沿線清運(不落地),F23120020,路線14(週二、六),6731000750
新北市,新店區,沿線清運(不落地),F23120021,路線14(週四),6611000762
新北市,新店區,沿線清運(不落地),F23120022,路線14(週五),6591000774
新北市,新店區,沿線清運(不落地),F23120023,路線15,6471000786
新北市,新店區,沿線清運(不落地),F23120024,路線16,6351000798
新北市,新店區,沿線清運(不落地),F23120025,路線17,6231000805
新北市,新店區,沿線清運(不落地),F23120026,路線18,6111000817
新北市,新店區,沿線清運(不落地),F23120027,路線19,6091000829
新北市,新店區,沿線清運(不落地),F23120028,路線20,6971000831
新北市,新店區,沿線清運(不落地),F23120029,路線21,6851000843
新北市,新店區,沿線清運(不落地),F23120030,路線22,6731000855
新北市,新店區,沿線清運(不落地),F23120031,路線23(週一、四),6611000867
新北市,新店區,沿線清運(不落地),F23120032,路線23(週二、五),6591000879
新北市,新店區,沿線清運(不落地),F23120033,路線23(六),6471000881
新北市,新店區,沿線清運(不落地),F23120034,路線24,6351000893
新北市,新店區,沿線清運(不落地),F23120035,路線25,6231000900
新北市,新店區,沿線清運(不落地),F23120036,路線26,6111000912
新北市,新店區,沿線清運(不落地),F23120037,路線27,6091000924
新北市,新店區,沿線清運(不落地),F23120038,路線28,6971000936
新北市,新店區,沿線清運(不落地),F23120039,路線29,6851000948
新北市,新店區,沿線清運(不落地),F23120040,路線晚上1,6731000950
新北市,新店區,沿線清運(不落地),F23120041,路線晚上2,6611000962
新北市,新店區,沿線清運(不落地),F23120042,路線晚上3,6591000974
新北市,新店區,沿線清運(不落地),F23120043,路線晚上4,6471000986
新北市,新店區,沿線清運(不落地),F23120044,路線晚上5,6351000998
新北市,新店區,沿線清運(不落地),F23120045,路線晚上6,6231001005
新北市,新店區,沿線清運(不落地),F23120046,路線晚上9,6111001017
新北市,新店區,沿線清運(不落地),F23120047,路線晚上10(週一、四),6091001029
新北市,新店區,沿線清運(不落地),F23120048,"路線晚上10 (週二、五、六)",6971001031
新北市,新店區,沿線清運(不落地),F23120049,路線晚上11,6851001043
新北市,新店區,沿線清運(不落地),F23120050,路線晚上12,6731001055
新北市,新店區,沿線清運(不落地),F23120051,路線晚上13,6611001067
新北市,新店區,沿線清運(不落地),F23120052,路線晚上14(週一、四、六),6591001079
新北市,新店區,沿線清運(不落地),F23120053,路線晚上14(週二、五),6471001081
新北市,新店區,沿線清運(不落地),F23120054,路線晚上15,6351001093
新北市,新店區,沿線清運(不落地),F23120055,路線晚上16,6231001100
新北市,新店區,沿線清運(不落地),F23120056,路線晚上17,6111001112
新北市,新店區,沿線清運(不落地),F23120057,路線晚上18,6091001124
新北市,新店區,沿線清運(不落地),F23120058,路線晚上19,6971001136
新北市,新店區,沿線清運(不落地),F23120059,路線晚上20,6851001148
新北市,新店區,沿線清運(不落地),F23120060,路線晚上21,6731001150
新北市,新店區,沿線清運(不落地),F23120061,路線晚上22,6611001162
新北市,新店區,沿線清運(不落地),F23120062,路線晚上23,6591001174
新北市,新店區,沿線清運(不落地),F23120063,路線晚上24,6471001186
新北市,新店區,沿線清運(不落地),F23120064,路線晚上25,6351001198
新北市,新店區,沿線清運(不落地),F23120065,路線晚上26,6231001205
新北市,新店區,沿線清運(不落地),F23120066,路線晚上27,6111001217
新北市,新店區,沿線清運(不落地),F23120067,路線晚上28,6091001229
新北市,新店區,沿線清運(不落地),F23120068,晚上路線29,6971001231
新北市,新店區,沿線清運(不落地),F23120069,路線7(周四),6851001243
新北市,樹林區,沿線清運(不落地),F23820001,路線1下午,6091003124
新北市,樹林區,沿線清運(不落地),F23820002,路線2下午,6971003136
新北市,樹林區,沿線清運(不落地),F23820003,路線3下午,6851003148
新北市,樹林區,沿線清運(不落地),F23820004,路線4下午,6731003150
新北市,樹林區,沿線清運(不落地),F23820005,路線5下午,6611003162
新北市,樹林區,沿線清運(不落地),F23820006,路線6下午,6591003174
新北市,樹林區,沿線清運(不落地),F23820007,路線7下午,6471003186
新北市,樹林區,沿線清運(不落地),F23820008,路線8下午,6351003198
新北市,樹林區,沿線清運(不落地),F23820009,路線9下午,6231003205
新北市,樹林區,沿線清運(不落地),F23820010,路線10下午,6111003217
新北市,樹林區,沿線清運(不落地),F23820011,路線11下午,6091003229
新北市,樹林區,沿線清運(不落地),F23820012,路線12下午,6971003231
新北市,樹林區,沿線清運(不落地),F23820013,路線13下午,6851003243
新北市,樹林區,沿線清運(不落地),F23820014,路線1晚上,6731003255
新北市,樹林區,沿線清運(不落地),F23820015,路線2晚上,6611003267
新北市,樹林區,沿線清運(不落地),F23820016,路線3晚上,6591003279
新北市,樹林區,沿線清運(不落地),F23820017,路線4晚上,6471003281
新北市,樹林區,沿線清運(不落地),F23820018,路線5晚上,6351003293
新北市,樹林區,沿線清運(不落地),F23820019,路線6晚上,6231003300
新北市,樹林區,沿線清運(不落地),F23820020,路線7晚上,6111003312
新北市,樹林區,沿線清運(不落地),F23820021,路線8晚上,6091003324
新北市,樹林區,沿線清運(不落地),F23820022,路線9晚上,6971003336
新北市,樹林區,沿線清運(不落地),F23820023,路線10晚上,6851003348
新北市,樹林區,沿線清運(不落地),F23820024,路線11晚上,6731003350
新北市,樹林區,沿線清運(不落地),F23820025,路線12晚上,6611003362
新北市,樹林區,沿線清運(不落地),F23820026,路線13晚上,6591003374
