縣市別,鄉鎮市區,清運方式,清運路線序號,清運路線名稱,dbid
桃園市,觀音區,沿線清運(不落地),H32820005,崙坪線,5739990855
桃園市,觀音區,沿線清運(不落地),H32820006,觀音線一四六,5616990867
桃園市,觀音區,沿線清運(不落地),H32820007,藍埔線,5593990879
桃園市,觀音區,沿線清運(不落地),H32820008,廣福線,5470990881
桃園市,觀音區,沿線清運(不落地),H32820009,觀音線二五,5357990893
桃園市,復興區,沿線清運(不落地),H33620001,三澤線,5739991855
桃園市,復興區,沿線清運(不落地),H33620002,華陵線,5616991867
桃園市,復興區,沿線清運(不落地),H33620003,支線(一三五),5593991879
桃園市,復興區,沿線清運(不落地),H33620004,新興線,5470991881
桃園市,復興區,沿線清運(不落地),H33620005,羅浮線,5357991893
桃園市,復興區,沿線清運(不落地),H33620006,羅馬線(一三五),5234991900
桃園市,復興區,沿線清運(不落地),H33620007,台七線,5111991912
桃園市,復興區,沿線清運(不落地),H33620008,枕頭山線,5098991924
桃園市,復興區,沿線清運(不落地),H33620009,支線(二四),5975991936
桃園市,復興區,沿線清運(不落地),H33620010,羅馬線(二四),5852991948
臺中市,中區,定點清運,B40010014,107,5111828612
臺中市,中區,定點清運,B40010015,127,5852828648
臺中市,中區,定點清運,B40010018,132,5616828662
臺中市,中區,定點清運,B40010029,125,5739828650
臺中市,中區,定點清運,B40010034,110,5593828674
臺中市,中區,沿線清運(不落地),B40020035,110,5975828636
臺中市,中區,定點清運,B40010036,122,5470828686
臺中市,中區,沿線清運(不落地),B40020037,122,5098828624
臺中市,東區,定點清運,B40110001,308,5111828812
臺中市,東區,沿線清運(不落地),B40120002,308,5234828705
臺中市,東區,定點清運,B40110003,301,5098828729
臺中市,東區,定點清運,B40110004,325,5098828824
臺中市,東區,沿線清運(不落地),B40120005,325,5111828717
臺中市,東區,定點清運,B40110006,312,5975828731
臺中市,東區,定點清運,B40110007,317,5852828743
臺中市,東區,定點清運,B40110008,319,5975828836
臺中市,東區,沿線清運(不落地),B40120009,319,5739828755
臺中市,東區,定點清運,B40110010,312,5852828848
臺中市,東區,沿線清運(不落地),B40120011,312,5616828767
臺中市,東區,定點清運,B40110012,310,5739828850
臺中市,東區,沿線清運(不落地),B40120013,310,5593828779
臺中市,東區,定點清運,B40110014,306,5616828862
臺中市,東區,沿線清運(不落地),B40120015,306,5470828781
臺中市,東區,定點清運,B40110016,326,5593828874
臺中市,東區,沿線清運(不落地),B40120017,326,5357828698
臺中市,東區,定點清運,B40110018,321,5470828886
臺中市,東區,沿線清運(不落地),B40120019,321,5357828793
臺中市,東區,定點清運,B40110020,313,5852828943
臺中市,東區,沿線清運(不落地),B40120021,313,5234828800
臺中市,東區,定點清運,B40110022,302,5357828898
臺中市,東區,定點清運,B40110023,314,5234828905
臺中市,東區,定點清運,B40110024,314,5111828917
臺中市,東區,定點清運,B40110025,307,5098828929
臺中市,東區,沿線清運(不落地),B40120026,307,5975828931
臺中市,西區,定點清運,B40310001,111,5234829105
臺中市,西區,沿線清運(不落地),B40320002,111,5357829098
臺中市,西區,定點清運,B40310003,118,5739829050
臺中市,西區,定點清運,B40310004,121,5593829074
臺中市,西區,定點清運,B40310005,120,5470829086
臺中市,西區,沿線清運(不落地),B40320006,118,5111829012
臺中市,西區,沿線清運(不落地),B40320007,120,5098829024
臺中市,西區,沿線清運(不落地),B40320008,121,5975829036
臺中市,西區,沿線清運(不落地),B40320009,119,5852829048
臺中市,西區,定點清運,B40310010,119,5616829062
臺中市,西區,沿線清運(不落地),B40320011,108,5357828993
臺中市,西區,定點清運,B40310012,108,5234829000
臺中市,西區,沿線清運(不落地),B40320013,116,5616828967
臺中市,西區,定點清運,B40310014,116,5470828981
臺中市,西區,沿線清運(不落地),B40320015,113,5739828955
臺中市,西區,定點清運,B40310016,113,5593828979
臺中市,北區,定點清運,B40410015,203,5111829117
臺中市,北區,定點清運,B40410016,日間206,5098829129
臺中市,北區,定點清運,B40410017,235,5975829131
臺中市,北區,定點清運,B40410018,215,5852829143
臺中市,北區,定點清運,B40410019,219,5739829155
臺中市,北區,定點清運,B40410020,205,5616829167
臺中市,北區,定點清運,B40410021,239,5593829179
臺中市,北區,定點清運,B40410022,229,5470829181
臺中市,北區,定點清運,B40410023,225,5357829193
臺中市,北區,定點清運,B40410024,206夜間國宅,5234829200
臺中市,北區,沿線清運(不落地),B40420026,213,5111829212
臺中市,北區,沿線清運(不落地),B40420027,209,5098829224
臺中市,北區,沿線清運(不落地),B40420028,238,5975829236
臺中市,北區,沿線清運(不落地),B40420029,227,5852829248
臺中市,北區,沿線清運(不落地),B40420030,212,5739829250
臺中市,北區,沿線清運(不落地),B40420031,216,5616829262
臺中市,北區,沿線清運(不落地),B40420033,221,5593829274
臺中市,北區,沿線清運(不落地),B40420034,232,5470829286
臺中市,北區,沿線清運(不落地),B40420035,210,5357829298
臺中市,北區,沿線清運(不落地),B40420036,202,5234829305
臺中市,北區,沿線清運(不落地),B40420037,237,5111829317
臺中市,北區,沿線清運(不落地),B40420038,238,5098829329
臺中市,北區,沿線清運(不落地),B40420039,201,5975829331
臺中市,北區,沿線清運(不落地),B40420040,207,5852829343
臺中市,西屯區,定點清運,B40710001,733,5616829662
臺中市,西屯區,沿線清運(不落地),B40720002,733,5739829650
臺中市,西屯區,定點清運,B40710005,726,5593829674
臺中市,西屯區,沿線清運(不落地),B40720006,726,5470829686
臺中市,西屯區,定點清運,B40710015,730,5357829698
臺中市,西屯區,沿線清運(不落地),B40720016,730,5234829705
臺中市,西屯區,定點清運,B40710021,700,5111829717
臺中市,西屯區,沿線清運(不落地),B40720022,705,5098829729
臺中市,西屯區,定點清運,B40710023,700,5975829731
臺中市,西屯區,沿線清運(不落地),B40720024,704,5852829743
臺中市,西屯區,沿線清運(不落地),B40720026,725,5739829755
臺中市,西屯區,定點清運,B40710028,724,5616829767
臺中市,西屯區,沿線清運(不落地),B40720029,724,5593829779
臺中市,西屯區,定點清運,B40710030,739,5470829781
臺中市,西屯區,定點清運,B40710032,736,5357829793
臺中市,西屯區,沿線清運(不落地),B40720033,736,5234829800
臺中市,西屯區,定點清運,B40710034,713,5111829812
臺中市,西屯區,定點清運,B40710035,719,5098829824
臺中市,西屯區,定點清運,B40710036,728,5975829836
臺中市,西屯區,定點清運,B40710037,731,5852829848
臺中市,西屯區,沿線清運(不落地),B40720038,731,5739829850
臺中市,西屯區,定點清運,B40710039,718,5616829862
臺中市,西屯區,沿線清運(不落地),B40720040,718,5593829874
臺中市,西屯區,定點清運,B40710041,700,5470829886
臺中市,西屯區,沿線清運(不落地),B40720042,700,5357829898
臺中市,西屯區,定點清運,B40710043,721,5234829905
臺中市,西屯區,沿線清運(不落地),B40720044,721,5111829917
臺中市,西屯區,定點清運,B40710045,710,5098829929
臺中市,西屯區,沿線清運(不落地),B40720046,710,5975829931
臺中市,西屯區,沿線清運(不落地),B40720047,701,5852829943
臺中市,西屯區,定點清運,B40710048,720,5739829955
臺中市,西屯區,定點清運,B40710049,729,5616829967
臺中市,西屯區,沿線清運(不落地),B40720050,729,5593829979
臺中市,西屯區,定點清運,B40710051,707,5470829981
臺中市,西屯區,沿線清運(不落地),B40720052,707,5357829993
臺中市,西屯區,沿線清運(不落地),B40720053,703,5234830007
臺中市,西屯區,定點清運,B40710054,716,5111830019
臺中市,西屯區,沿線清運(不落地),B40720055,719,5098830021
臺中市,南屯區,定點清運,B40810001,"A1路線 早上",5975830033
臺中市,南屯區,定點清運,B40810002,"A2路線 早上",5852830045
臺中市,南屯區,定點清運,B40810003,"A3路線 早上",5739830057
臺中市,南屯區,定點清運,B40810004,"A4路線 早上",5616830069
臺中市,南屯區,定點清運,B40810005,"A5路線 早上",5593830071
臺中市,南屯區,定點清運,B40810006,"A6路線 早上",5470830083
臺中市,南屯區,沿線清運(不落地),B40820007,"B1 路線(沿街)",5357830095
臺中市,南屯區,沿線清運(不落地),B40820008,"B2 路線(沿街)",5234830102
臺中市,南屯區,沿線清運(不落地),B40820010,"B4 路線(沿街)",5111830114
臺中市,南屯區,沿線清運(不落地),B40820011,"B5 路線(沿街)",5098830126
臺中市,南屯區,沿線清運(不落地),B40820012,"B6 路線(沿街)",5975830138
臺中市,南屯區,沿線清運(不落地),B40820013,"B7 路線(沿街)",5852830140
臺中市,南屯區,沿線清運(不落地),B40820014,"B8 路線(沿街)",5739830152
臺中市,南屯區,沿線清運(不落地),B40820015,"B9 路線(沿街)",5616830164
臺中市,南屯區,沿線清運(不落地),B40820016,"B10 路線(沿街)",5593830176
臺中市,南屯區,沿線清運(不落地),B40820017,"B11 路線(沿街)",5470830188
臺中市,南屯區,沿線清運(不落地),B40820018,"B12 路線(沿街)",5357830190
臺中市,北屯區,沿線清運(不落地),B40620002,521夜工區,5739829355
臺中市,北屯區,沿線清運(不落地),B40620005,503夜工區,5616829367
臺中市,北屯區,沿線清運(不落地),B40620006,507夜工區,5593829379
臺中市,北屯區,沿線清運(不落地),B40620007,511夜工區,5470829381
臺中市,北屯區,沿線清運(不落地),B40620008,518夜工區,5357829393
臺中市,北屯區,沿線清運(不落地),B40620009,509夜工區,5234829400
臺中市,北屯區,沿線清運(不落地),B40620010,523夜工區,5111829412
臺中市,北屯區,沿線清運(不落地),B40620011,519夜工區,5098829424
臺中市,北屯區,定點清運,B40610015,512-1早上定點,5975829436
臺中市,北屯區,定點清運,B40610021,525-1早上定點,5852829448
臺中市,北屯區,沿線清運(不落地),B40610025,501夜工區,5739829450
臺中市,北屯區,定點清運,B40610027,5601早上定點,5616829462
臺中市,北屯區,沿線清運(不落地),B40620030,520夜工區,5593829474
臺中市,北屯區,定點清運,B40610033,505-1早上定點,5470829486
臺中市,北屯區,沿線清運(不落地),B40620037,5620,5357829498
臺中市,北屯區,沿線清運(不落地),B40620038,5617,5234829505
臺中市,北屯區,沿線清運(不落地),B40620039,5618,5111829517
臺中市,北屯區,沿線清運(不落地),B40620040,5619,5098829529
臺中市,北屯區,沿線清運(不落地),B40620041,5623,5975829531
臺中市,北屯區,沿線清運(不落地),B40620042,5624,5852829543
臺中市,北屯區,沿線清運(不落地),B40620043,5627,5739829555
臺中市,北屯區,沿線清運(不落地),B40620044,5628,5616829567
臺中市,北屯區,沿線清運(不落地),B40620045,5629,5593829579
臺中市,北屯區,沿線清運(不落地),B40620046,5630,5470829581
臺中市,北屯區,沿線清運(不落地),B40620047,5631,5357829593
臺中市,北屯區,沿線清運(不落地),B40620048,5622,5234829600
臺中市,北屯區,沿線清運(不落地),B40620049,5625,5111829612
臺中市,北屯區,定點清運,B40610050,5603早上定點,5098829624
臺中市,北屯區,定點清運,B40610051,5634早上定點,5975829636
臺中市,北屯區,定點清運,B40610052,5604早上定點,5852829648
臺中市,豐原區,定點清運,B42010001,豐南街和豐原大道路口,5616830869
臺中市,豐原區,定點清運,B42010002,水源路341號(豐村國小校門口對面),5593830871
臺中市,豐原區,定點清運,B42010003,西勢路410號旁(合作國小側門旁),5470830883
臺中市,豐原區,定點清運,B42010004,圓環東路835號旁(圓環東路與豐勢路口),5357830895
臺中市,豐原區,定點清運,B42010005,圓環東路239號旁(圓環東路223巷口),5234830902
臺中市,豐原區,定點清運,B42010006,成功路403號對面(中正路與成功路口在怡然園旁),5111830914
臺中市,豐原區,定點清運,B42010007,圓環北路二段28號對面(圓環北路與三豐路口),5098830926
臺中市,豐原區,定點清運,B42010008,北陽路126號斜對面(三陽公園入口),5975830938
臺中市,豐原區,定點清運,B42010009,豐原大道七段359號(消防公園正門口),5852830940
臺中市,豐原區,定點清運,B42010010,圓環南路50號前面(圓環南路與中山路口),5739830952
臺中市,豐原區,定點清運,B42010011,南村路26號對面(文化街與南村路口),5616830964
臺中市,豐原區,定點清運,B42010012,社皮路74號旁(社皮路76巷口在社皮國宅前),5593830976
臺中市,豐原區,沿線清運(不落地),B42020013,第1區,5470830988
臺中市,豐原區,沿線清運(不落地),B42020014,第2區,5357830990
臺中市,豐原區,沿線清運(不落地),B42020015,第3區,5234831007
臺中市,豐原區,沿線清運(不落地),B42020016,第4區,5111831019
臺中市,豐原區,沿線清運(不落地),B42020017,第5區,5098831021
臺中市,豐原區,沿線清運(不落地),B42020018,第6區,5975831033
臺中市,豐原區,沿線清運(不落地),B42020019,第7區,5852831045
臺中市,豐原區,沿線清運(不落地),B42020020,第8區,5739831057
臺中市,豐原區,沿線清運(不落地),B42020021,第9區,5616831069
臺中市,豐原區,沿線清運(不落地),B42020022,第10區,5593831071
臺中市,豐原區,沿線清運(不落地),B42020023,第11區,5470831083
臺中市,豐原區,沿線清運(不落地),B42020024,第12區,5357831095
臺中市,豐原區,沿線清運(不落地),B42020025,第13區,5234831102
臺中市,豐原區,沿線清運(不落地),B42020026,第14區,5111831114
臺中市,豐原區,沿線清運(不落地),B42020027,第15區,5098831126
臺中市,豐原區,沿線清運(不落地),B42020028,第16區,5975831138
臺中市,東勢區,定點清運,B42310003,東勢清潔隊本部大門口定點,5593831376
臺中市,東勢區,沿線清運(不落地),B42320004,"明正線 (興隆里 埤頭里 茂興里 泰興里 明正里)",5357831295
臺中市,東勢區,沿線清運(不落地),B42320005,"東新線 南平里 延平里 中寧里 北興里 下新里 粵寧里",5234831302
臺中市,東勢區,沿線清運(不落地),B42320006,"豐勢路線 豐勢路563號 豐勢路10號 三民街2號 三民街201號",5111831314
臺中市,東勢區,沿線清運(不落地),B42320007,"本街線 北興里 南平里 中寧里 粵寧里",5098831326
臺中市,東勢區,沿線清運(不落地),B42320008,"天冷線 下城里 慶東里 慶福里",5975831338
臺中市,東勢區,沿線清運(不落地),B42320009,"下新線 下新里 泰昌里 興隆里 中嵙里",5852831340
臺中市,東勢區,沿線清運(不落地),B42320010,"新盛線 詒福里 下城里 上城里 泰昌里 中嵙里",5739831352
臺中市,東勢區,沿線清運(不落地),B42320011,"石角線 福隆里 隆興里 新盛里 延平里 南平里 北興里",5616831364
臺中市,大甲區,定點清運,B43710001,晨間定點1及子車收運線,5852832445
臺中市,大甲區,定點清運,B43710002,晨間定點2及太白幸福二里收運線,5739832457
臺中市,大甲區,定點清運,B43710003,晨間定點3,5616832469
臺中市,大甲區,定點清運,B43710004,午間定點,5593832471
臺中市,大甲區,沿線清運(不落地),B43720006,KEB0707星期一路線,5470832483
臺中市,大甲區,沿線清運(不落地),B43720007,KEB0707星期二路線,5357832495
臺中市,大甲區,沿線清運(不落地),B43720008,KEB0707星期四路線,5234832502
臺中市,大甲區,沿線清運(不落地),B43720009,KEB0707星期五路線,5111832514
臺中市,大甲區,沿線清運(不落地),B43720010,KEB0707星期六路線,5098832526
臺中市,大甲區,沿線清運(不落地),B43720011,KEE6275星期一路線,5975832538
臺中市,大甲區,沿線清運(不落地),B43720012,KEE6275星期二、五、六路線,5852832540
臺中市,大甲區,沿線清運(不落地),B43720013,KEE6275星期四路線,5739832552
臺中市,大甲區,沿線清運(不落地),B43720014,KEL6509星期一、五路線,5616832564
臺中市,大甲區,沿線清運(不落地),B43720015,KEL6509星期二、四、六路線,5593832576
臺中市,大甲區,沿線清運(不落地),B43720016,KEL0282星期一、五路線,5470832588
臺中市,大甲區,沿線清運(不落地),B43720017,KEL0282星期二路線,5357832590
臺中市,大甲區,沿線清運(不落地),B43720018,KEL0282星期四路線,5234832607
臺中市,大甲區,沿線清運(不落地),B43720019,KEL0282星期六路線,5111832619
臺中市,大甲區,沿線清運(不落地),B43720020,KEL2282星期一路線,5098832621
臺中市,大甲區,沿線清運(不落地),B43720021,KEL2282星期二路線,5975832633
臺中市,大甲區,沿線清運(不落地),B43720022,KEL2282星期四路線,5852832645
臺中市,大甲區,沿線清運(不落地),B43720023,KEL2282星期五路線,5739832657
臺中市,大甲區,沿線清運(不落地),B43720024,KEL2282星期六路線,5616832669
臺中市,大甲區,沿線清運(不落地),B43720025,421VP星期一、二、四、五、六路線,5593832671
臺中市,大甲區,沿線清運(不落地),B43720026,863UE星期一、五路線,5470832683
臺中市,大甲區,沿線清運(不落地),B43720027,863UE星期二、四路線,5357832695
臺中市,大甲區,沿線清運(不落地),B43720028,863UE星期六路線,5234832702
臺中市,大甲區,沿線清運(不落地),B43720029,KEL2311星期一、五路線,5111832714
臺中市,大甲區,沿線清運(不落地),B43720030,KEL2311星期二、六路線,5098832726
臺中市,大甲區,沿線清運(不落地),B43720031,KEL2311星期四路線,5975832738
臺中市,清水區,定點清運,B43610001,N-01,5234832302
臺中市,清水區,定點清運,B43610002,N-02,5111832314
臺中市,清水區,定點清運,B43610003,N-03,5098832326
臺中市,清水區,定點清運,B43610004,N-04,5975832338
臺中市,清水區,沿線清運(不落地),B43620005,D-01,5852832340
臺中市,清水區,沿線清運(不落地),B43620006,D-02,5739832352
臺中市,清水區,沿線清運(不落地),B43620007,D-03,5616832364
臺中市,清水區,沿線清運(不落地),B43620008,D-04,5593832376
臺中市,清水區,沿線清運(不落地),B43620009,D-05,5470832388
臺中市,清水區,沿線清運(不落地),B43620010,D-06,5357832390
臺中市,清水區,沿線清運(不落地),B43620011,D-07,5234832407
臺中市,清水區,沿線清運(不落地),B43620012,D-08,5111832419
臺中市,清水區,沿線清運(不落地),B43620013,D-09,5098832421
臺中市,清水區,沿線清運(不落地),B43620014,D-10,5975832433
臺中市,沙鹿區,定點清運,B43310001,夜間定點線路一,5470831988
臺中市,沙鹿區,定點清運,B43310002,夜間定點線路二,5357831990
臺中市,沙鹿區,定點清運,B43310003,夜間定點線路三,5234832007
臺中市,沙鹿區,沿線清運(不落地),B43320004,清運路線一,5111832019
臺中市,沙鹿區,沿線清運(不落地),B43320005,清運路線二,5098832021
臺中市,沙鹿區,沿線清運(不落地),B43330006,清運路線三,5975832033
臺中市,沙鹿區,沿線清運(不落地),B43320007,清運路線四,5852832045
臺中市,沙鹿區,沿線清運(不落地),B43320008,清運路線五,5739832057
臺中市,沙鹿區,沿線清運(不落地),B43320009,清運路線六,5616832069
臺中市,沙鹿區,沿線清運(不落地),B43320010,清運路線七,5593832071
臺中市,沙鹿區,沿線清運(不落地),B43320011,清運路線八,5470832083
臺中市,沙鹿區,沿線清運(不落地),B43320012,清運路線九,5357832095
臺中市,梧棲區,沿線清運(不落地),B43520001,905-VC夜間收集1,5975832233
臺中市,梧棲區,沿線清運(不落地),B43520002,KEB-0280夜間收集2,5852832245
臺中市,梧棲區,沿線清運(不落地),B43520003,305-S7夜間收集3,5739832257
臺中市,梧棲區,沿線清運(不落地),B43520004,309-S7夜間收集4,5616832269
臺中市,梧棲區,沿線清運(不落地),B43520005,KEE-6293夜間收集5,5593832271
臺中市,梧棲區,沿線清運(不落地),B43520006,KED-9069夜間收集6,5470832283
臺中市,梧棲區,定點清運,B43510007,775-S7日間定點定時,5357832295
臺中市,后里區,定點清運,B42110001,夜間上后里線,5852831140
臺中市,后里區,定點清運,B42110002,夜間墩仔腳線,5739831152
臺中市,后里區,定點清運,B42110003,夜間西線,5616831164
臺中市,后里區,沿線清運(不落地),B42120004,上后里線,5593831176
臺中市,后里區,沿線清運(不落地),B42120006,眉山線,5357831190
臺中市,后里區,沿線清運(不落地),B42120007,舊社線,5234831207
臺中市,后里區,沿線清運(不落地),B42120008,舊社副線,5111831219
臺中市,后里區,沿線清運(不落地),B42120009,第六線,5098831221
臺中市,后里區,沿線清運(不落地),B42120010,第六線小車,5975831233
臺中市,后里區,沿線清運(不落地),B42120012,下后里線,5470852382
臺中市,后里區,沿線清運(不落地),B42120013,墩仔腳線,5357852394
臺中市,神岡區,沿線清運(不落地),B42920002,35號車路線,5593831776
臺中市,神岡區,沿線清運(不落地),B42920005,11號車路線,5470831788
臺中市,神岡區,沿線清運(不落地),B42920006,7號車路線,5616831764
臺中市,神岡區,沿線清運(不落地),B42920007,21號車路線,5357831790
臺中市,神岡區,沿線清運(不落地),B42920009,15號車路線,5234831807
臺中市,神岡區,沿線清運(不落地),B42920010,33號車路線,5111831819
臺中市,神岡區,沿線清運(不落地),B42920011,31號車路線,5098831821
臺中市,神岡區,沿線清運(不落地),B42920012,25號車路線,5975831833
臺中市,神岡區,沿線清運(不落地),B42920013,27號車路線,5739831752
臺中市,神岡區,沿線清運(不落地),B42920014,29號車路線,5852831845
臺中市,神岡區,定點清運,B42910015,1號車定點收運,5739831857
臺中市,神岡區,定點清運,B42910016,3號車菜市場及光復路收運,5616831869
臺中市,神岡區,定點清運,B42910018,19號車定點,5593831871
臺中市,神岡區,定點清運,B42910019,23號車夜間定點,5470831883
臺中市,潭子區,定點清運,B42710001,KEB0282,5470831483
臺中市,潭子區,沿線清運(不落地),B42710002,KED-3336,5234831502
臺中市,潭子區,沿線清運(不落地),B42710004,046Q3,5111831514
臺中市,潭子區,沿線清運(不落地),B42720005,047Q3,5098831526
臺中市,潭子區,沿線清運(不落地),B42710006,042Q3,5975831538
臺中市,潭子區,沿線清運(不落地),B42720009,KEE6302,5852831540
臺中市,潭子區,定點清運,B42710012,KEB0287,5357831495
臺中市,潭子區,沿線清運(不落地),B42710013,KEE6309,5739831552
臺中市,潭子區,沿線清運(不落地),B42720016,871-VP,5616831564
臺中市,潭子區,沿線清運(不落地),B42720018,886-VC,5593831576
臺中市,潭子區,沿線清運(不落地),B42720019,672VC,5470831588
臺中市,大雅區,定點清運,B42810001,日間線路一,5357831590
臺中市,大雅區,沿線清運(不落地),B42820002,日間線路一,5234831607
臺中市,大雅區,定點清運,B42810003,日間線路二,5111831619
臺中市,大雅區,沿線清運(不落地),B42820004,日間線路二,5098831621
臺中市,大雅區,定點清運,B42810005,日間線路三,5975831633
臺中市,大雅區,沿線清運(不落地),B42820006,日間線路三,5852831645
臺中市,大雅區,沿線清運(不落地),B42820007,日間線路四,5739831657
臺中市,大雅區,定點清運,B42810008,日間線路五,5616831669
臺中市,大雅區,沿線清運(不落地),B42820009,日間線路五,5593831671
臺中市,大雅區,定點清運,B42810010,日間線路六,5470831683
臺中市,大雅區,沿線清運(不落地),B42820011,日間線路六,5357831695
臺中市,大雅區,定點清運,B42810012,日間線路七,5234831702
臺中市,大雅區,沿線清運(不落地),B42820013,日間線路七,5111831714
臺中市,大雅區,定點清運,B42810014,夜間線路A,5098831726
臺中市,大雅區,定點清運,B42810015,夜間線路B,5975831738
臺中市,大雅區,定點清運,B42810016,夜間線路C,5852831740
臺中市,新社區,沿線清運(不落地),B42620001,新社1,5739831457
臺中市,新社區,沿線清運(不落地),B42620002,新社2,5852831445
臺中市,新社區,沿線清運(不落地),B42620003,新社3,5593831471
臺中市,新社區,沿線清運(不落地),B42620004,新社4,5616831469
臺中市,石岡區,沿線清運(不落地),B42220002,"石岡-01(下午) KEG-8193",5739831257
臺中市,石岡區,沿線清運(不落地),B42220004,"石岡-02(下午) 295-S7",5616831269
臺中市,石岡區,沿線清運(不落地),B42220006,石岡-03(下午)KEG-8170,5593831271
臺中市,石岡區,沿線清運(不落地),B42220008,"石岡-04(下午) KEG-8175",5470831283
臺中市,外埔區,沿線清運(不落地),B43820001,甲1,5852832740
臺中市,外埔區,沿線清運(不落地),B43820002,甲2,5739832752
臺中市,外埔區,沿線清運(不落地),B43820003,甲4,5616832764
臺中市,外埔區,沿線清運(不落地),B43820004,甲5,5593832776
臺中市,外埔區,沿線清運(不落地),B43820005,甲6,5470832788
臺中市,外埔區,沿線清運(不落地),B43820006,乙1,5357832790
臺中市,外埔區,沿線清運(不落地),B43820007,乙2,5234832807
臺中市,外埔區,沿線清運(不落地),B43820008,乙4,5111832819
臺中市,外埔區,沿線清運(不落地),B43820009,乙5,5098832821
臺中市,外埔區,沿線清運(不落地),B43820010,乙6,5975832833
臺中市,外埔區,沿線清運(不落地),B43820011,丙,5852832845
臺中市,外埔區,沿線清運(不落地),B43820012,丙,5739832857
臺中市,外埔區,沿線清運(不落地),B43820013,丙,5616832869
臺中市,外埔區,沿線清運(不落地),B43820014,丙,5593832871
臺中市,外埔區,沿線清運(不落地),B43820015,丙,5470832883
臺中市,外埔區,沿線清運(不落地),B43820016,丁1,5357832895
臺中市,外埔區,沿線清運(不落地),B43820017,丁2,5234832902
臺中市,外埔區,沿線清運(不落地),B43820018,丁4,5111832914
臺中市,外埔區,沿線清運(不落地),B43820019,丁5,5098832926
臺中市,外埔區,沿線清運(不落地),B43820020,丁6,5975832938
臺中市,外埔區,沿線清運(不落地),B43820021,戊1,5852832940
臺中市,外埔區,沿線清運(不落地),B43820022,戊2,5739832952
臺中市,外埔區,沿線清運(不落地),B43820023,戊4,5616832964
臺中市,外埔區,沿線清運(不落地),B43820024,戊5,5593832976
臺中市,外埔區,沿線清運(不落地),B43820025,戊6,5470832988
臺中市,外埔區,沿線清運(不落地),B43820026,夜1.5,5357832990
臺中市,外埔區,沿線清運(不落地),B43820027,夜2.6,5234833007
臺中市,外埔區,沿線清運(不落地),B43820028,夜4,5111833019
臺中市,大安區,沿線清運(不落地),B43920001,南大安,5098833021
臺中市,大安區,沿線清運(不落地),B43920002,南大安(小巷道),5975833033
臺中市,大安區,沿線清運(不落地),B43920003,北大安,5852833045
臺中市,大安區,沿線清運(不落地),B43920004,北大安(小巷道),5739833057
臺中市,大安區,定點清運,B43910005,南大安夜間定點,5616833069
臺中市,大安區,定點清運,B43910006,北大安夜間定點,5593833071
臺中市,烏日區,沿線清運(不落地),B41420001,3號車(九德),5616830764
臺中市,烏日區,沿線清運(不落地),B41420002,5號車(螺潭、南里、北里),5852830740
臺中市,烏日區,沿線清運(不落地),B41420003,13號車(東園、溪霸),5739830752
臺中市,烏日區,沿線清運(不落地),B41420004,15號車(湖日、烏日、仁德、前竹),5593830776
臺中市,烏日區,沿線清運(不落地),B41420005,16號(五光、光明),5111830819
臺中市,烏日區,沿線清運(不落地),B41420006,7號車(中山路、新興路),5975830738
臺中市,烏日區,沿線清運(不落地),B41420007,2號車(榮泉、三和、學田、烏日),5098830821
臺中市,烏日區,沿線清運(不落地),B41420008,18號車(仁德、前竹、烏日),5234830807
臺中市,烏日區,沿線清運(不落地),B41420009,28號車(東園、學田小巷、溪尾里),5975830833
臺中市,烏日區,定點清運,B41410011,39號車(早上一處及夜間三處定點),5470830788
臺中市,烏日區,定點清運,B41410012,29號車(北定點沿街),5357830790
臺中市,烏日區,定點清運,B41410013,26號車(南定點),5852830845
臺中市,烏日區,定點清運,B41410014,1號車(三處夜間定點),5739830857
臺中市,大肚區,沿線清運(不落地),B43220001,蔗廍大,5357831895
臺中市,大肚區,定點清運,B43210002,定點定時垃圾收集(一、四),5234831902
臺中市,大肚區,沿線清運(不落地),B43220003,大肚小,5098831926
臺中市,大肚區,沿線清運(不落地),B43220004,蔗廍小,5975831938
臺中市,大肚區,沿線清運(不落地),B43220005,王田大,5852831940
臺中市,大肚區,沿線清運(不落地),B43220006,王田小,5739831952
臺中市,大肚區,沿線清運(不落地),B43220007,大肚大,5616831964
臺中市,大肚區,定點清運,B43210008,定點定時垃圾收集(二、五),5111831914
臺中市,大肚區,定點清運,B43210010,定點定時市場清運,5593831976
臺中市,龍井區,定點清運,B43410001,夜間定點01,5111832114
臺中市,龍井區,定點清運,B43410002,夜間定點02,5234832102
臺中市,龍井區,定點清運,B43410003,夜間定點03,5098832126
臺中市,龍井區,定點清運,B43410004,夜間定點04,5975832138
臺中市,龍井區,沿線清運(不落地),B43420005,日間沿線01,5852832140
臺中市,龍井區,沿線清運(不落地),B43420006,日間沿線02,5739832152
臺中市,龍井區,沿線清運(不落地),B43420007,日間沿線03,5616832164
臺中市,龍井區,沿線清運(不落地),B43420009,日間沿線05,5593832176
臺中市,龍井區,沿線清運(不落地),B43420010,日間沿線06,5111832219
臺中市,龍井區,沿線清運(不落地),B43420011,日間沿線07,5234832207
臺中市,龍井區,沿線清運(不落地),B43420012,日間沿線08,5357832190
臺中市,龍井區,沿線清運(不落地),B43420013,日間沿線09,5470832188
